"depth_avg_mm" "BestAD" "MinAD" "MaxAD" "SAR_mm.yr" "SAR_err_mm.yr"
330 1919.82617045682 1914.89291754063 1924.75942337301 3.03371505531842 0.145056975299013
331 1919.49654160844 1914.54752750082 1924.44555571606 3.03371505531842 0.145056975299013
332 1919.16691276006 1914.20213746101 1924.1316880591 3.03371505531842 0.145056975299013
333 1918.83728391168 1913.85674742121 1923.81782040215 3.03371505531842 0.145056975299013
334 1918.5076550633 1913.5113573814 1923.50395274519 3.03371505531842 0.145056975299013
335 1918.17802621492 1913.1659673416 1923.19008508824 3.03371505531842 0.145056975299013
336 1917.84839736654 1912.82057730179 1922.87621743128 3.03371505531842 0.145056975299013
337 1917.51876851816 1912.47518726198 1922.56234977433 3.03371505531842 0.145056975299013
338 1917.18913966977 1912.12979722218 1922.24848211737 3.03371505531842 0.145056975299013
339 1916.85951082139 1911.78440718237 1921.93461446042 3.03371505531842 0.145056975299013
340 1916.52988197301 1911.43901714256 1921.62074680346 3.03371505531842 0.145056975299013
341 1916.20025312463 1911.09362710276 1921.30687914651 3.03371505531842 0.145056975299013
342 1915.87062427625 1910.74823706295 1920.99301148955 3.03371505531842 0.145056975299013
343 1915.54099542787 1910.40284702315 1920.6791438326 3.03371505531842 0.145056975299013
344 1915.21136657949 1910.05745698334 1920.36527617564 3.03371505531842 0.145056975299013
345 1914.88173773111 1909.71206694353 1920.05140851869 3.03371505531842 0.145056975299013
346 1914.55210888273 1909.36667690373 1919.73754086173 3.03371505531842 0.145056975299013
347 1914.22248003435 1909.02128686392 1919.42367320478 3.03371505531842 0.145056975299013
348 1913.89285118597 1908.67589682411 1919.10980554782 3.03371505531842 0.145056975299013
349 1913.56322233759 1908.33050678431 1918.79593789086 3.03371505531842 0.145056975299013
350 1913.23359348921 1907.9851167445 1918.48207023391 3.03371505531842 0.145056975299013
351 1912.90396464082 1907.63972670469 1918.16820257695 3.03371505531842 0.145056975299013
352 1912.57433579244 1907.29433666489 1917.85433492 3.03371505531842 0.145056975299013
353 1912.24470694406 1906.94894662508 1917.54046726304 3.03371505531842 0.145056975299013
354 1911.91507809568 1906.60355658528 1917.22659960609 3.03371505531842 0.145056975299013
355 1911.5854492473 1906.25816654547 1916.91273194913 3.03371505531842 0.145056975299013
356 1911.25582039892 1905.91277650566 1916.59886429218 3.03371505531842 0.145056975299013
357 1910.92619155054 1905.56738646586 1916.28499663522 3.03371505531842 0.145056975299013
358 1910.59656270216 1905.22199642605 1915.97112897827 3.03371505531842 0.145056975299013
359 1910.26693385378 1904.87660638624 1915.65726132131 3.03371505531842 0.145056975299013
